"Name","Straße","PLZ","Ort","Bundesland","Type","Jahr","Titel","id"
"Grundschule Schillerschule","","","Ludwigshafen","Rheinland-Pfalz","Programm","","Seniorpartner in School","0"
"Goethe-Mozart-Schule","","","Ludwigshafen","Rheinland-Pfalz","Programm","","Seniorpartner in School","0"
"Grundschule Pfingstweide","","","Ludwigshafen","Rheinland-Pfalz","Programm","","Seniorpartner in School","0"
"Wilhelm-Leuschner-Schule, GS","","","Ludwigshafen","Rheinland-Pfalz","Programm","","Seniorpartner in School","0"
"Grundschule Fischerrück","","","Ludwigshafen","Rheinland-Pfalz","Programm","","Seniorpartner in School","0"
"Grundschule Ernst-Reuter GTS","","","Ludwigshafen","Rheinland-Pfalz","Programm","","Seniorpartner in School","0"
"Grundschule Lessingschule","","","Ludwigshafen","Rheinland-Pfalz","Programm","","Seniorpartner in School","0"
"Grundschule Niederfeldschule","","","Ludwigshafen","Rheinland-Pfalz","Programm","","Seniorpartner in School","0"
"Grundschule Gräfenau","","","Ludwigshafen","Rheinland-Pfalz","Programm","","Seniorpartner in School","0"
"Grundschule In der Langgewann","","","Ludwigshafen","Rheinland-Pfalz","Programm","","Seniorpartner in School","0"
"Grundschule Rupprechtschule","","","Ludwigshafen","Rheinland-Pfalz","Programm","","Seniorpartner in School","0"
"Grundschule Niederfeld","","","Ludwigshafen","Rheinland-Pfalz","Programm","","Seniorpartner in School","0"
"Albert-Schweitzer-Grundschule","","","Altlussheim","Baden Württemberg","Programm","","Seniorpartner in School","0"
"Humbold-Realschule","","","Eppelheim","Baden Württemberg","Programm","","Seniorpartner in School","0"
"Anne-Frank-Schule","","","Freiburg","Baden Württemberg","Programm","","Seniorpartner in School","1"
"Hebelschule","","","Freiburg","Baden Württemberg","Programm","","Seniorpartner in School","1"
"Pestalozzi-Realschule","","","Freiburg","Baden Württemberg","Programm","","Seniorpartner in School","1"
"Schneeberg-Grundschule","","","Freiburg","Baden Württemberg","Programm","","Seniorpartner in School","1"
"Pestalozzi-Grundschule (Freiburg-Haslach)","","","Freiburg","Baden Württemberg","Programm","","Seniorpartner in School","1"
"Schönbergschule (Freiburg-St.Georgen)","","","Freiburg","Baden Württemberg","Programm","","Seniorpartner in School","1"
"Astrid-Lindgren-Grundschule","","","Ladenburg","Baden Württemberg","Programm","","Seniorpartner in School","0"
"Dalberg-Grundschule","","","Ladenburg","Baden Württemberg","Programm","","Seniorpartner in School","0"
"Turmschule, Grundschule","","","Leimen","Baden Württemberg","Programm","","Seniorpartner in School","0"
"Eichendorf-Grundschule","","","Lörrach","Baden Württemberg","Programm","","Seniorpartner in School","0"
"Albrecht-Dürer-Grundschule","","","Mannheim","Baden Württemberg","Programm","","Seniorpartner in School","1"
"Almenhof-Grundschule","","","Mannheim","Baden Württemberg","Programm","","Seniorpartner in School","1"
"Interkulturelle Walldorfschule","","","Mannheim","Baden Württemberg","Programm","","Seniorpartner in School","1"
"Pestalozzi-Grund- und Werkrealschule","","","Mannheim","Baden Württemberg","Programm","","Seniorpartner in School","1"
"Tulla-Realschule","","","Mannheim","Baden Württemberg","Programm","","Seniorpartner in School","1"
"Schulzentrum (Max Born Gymnasium und Realschule)","","","Neckargemünd","Baden Württemberg","Programm","","Seniorpartner in School","0"
"Friedrichs-Grundschule","","","Plankstadt","Baden Württemberg","Programm","","Seniorpartner in School","0"
"Südstadt-Grundschule","","","Schwetzingen","Baden Württemberg","Programm","","Seniorpartner in School","0"
"Münchner Grundschule an der Südlichen Auffahrtsalle","","","München","Bayern","Programm","","Seniorpartner in School","370"
"Grundschule an der Margarethe-Danzi-Straße","","","München","Bayern","Programm","","Seniorpartner in School","370"
"Grundschule an der Herterichstraße","","","München","Bayern","Programm","","Seniorpartner in School","370"
"Grundschule Königswieser Straße","","","München","Bayern","Programm","","Seniorpartner in School","370"
"Grundschule an der Lincolnstraße","","","München","Bayern","Programm","","Seniorpartner in School","370"
"Grundschule an der Zielstattstraße","","","München","Bayern","Programm","","Seniorpartner in School","370"
"Grundschule an der Hirschbergstraße","","","München","Bayern","Programm","","Seniorpartner in School","370"
"Integrative Montessori Schule an der Balanstraße","","","München","Bayern","Programm","","Seniorpartner in School","370"
"Grundschule Büchelberg","","","Raum Passau","Bayern","Programm","","Seniorpartner in School","0"
"Wilhelm-Niedermayer-Grund-und-Mittelschule Tittling","","","Raum Passau","Bayern","Programm","","Seniorpartner in School","0"
"Ritter-Tuschl-Grundschule in Vilshofen/Donau","","","Raum Passau","Bayern","Programm","","Seniorpartner in School","0"
"Grundschule Vilshofen-Sandbach","","","Raum Passau","Bayern","Programm","","Seniorpartner in School","0"
"Grundschule in Fürstenstein","","","Raum Passau","Bayern","Programm","","Seniorpartner in School","0"
"Hans Carossa Grundschule Passau","","","Raum Passau","Bayern","Programm","","Seniorpartner in School","0"
